medico_key,ci,nombre,matricula,sexo,especialidad,zona,ciudad,grupo_origen
6959,G1-PER-32111,Pedro González,G1-MAT-32111,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
6960,G1-PER-32114,María Flores,G1-MAT-32114,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
6961,G1-PER-32115,Lucía Rojas,G1-MAT-32115,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
6962,G1-PER-3212,María Rodríguez,G1-MAT-3212,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
6963,G1-PER-32123,Juan Torrez,G1-MAT-32123,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
6964,G1-PER-32130,Carmen Torrez,G1-MAT-32130,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
6965,G1-PER-32133,Carmen Martínez,G1-MAT-32133,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
6966,G1-PER-32134,José Martínez,G1-MAT-32134,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
6967,G1-PER-3214,María Mamani,G1-MAT-3214,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
6968,G1-PER-32143,Carlos Martínez,G1-MAT-32143,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
6969,G1-PER-32146,Juan González,G1-MAT-32146,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
6970,G1-PER-32148,Luis Rodríguez,G1-MAT-32148,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
6971,G1-PER-32152,José Sánchez,G1-MAT-32152,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
6972,G1-PER-32154,Luis Rojas,G1-MAT-32154,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
6973,G1-PER-32155,Carlos Flores,G1-MAT-32155,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
6974,G1-PER-32157,Lucía Rojas,G1-MAT-32157,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
6975,G1-PER-32163,Pedro Rojas,G1-MAT-32163,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
6976,G1-PER-3217,Ana Rojas,G1-MAT-3217,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
6977,G1-PER-32173,Ana Rodríguez,G1-MAT-32173,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
6978,G1-PER-32175,María López,G1-MAT-32175,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
6979,G1-PER-32176,Carlos Rodríguez,G1-MAT-32176,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
6980,G1-PER-32178,Juan Rojas,G1-MAT-32178,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
6981,G1-PER-3218,Juan Torrez,G1-MAT-3218,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
6982,G1-PER-322,Luis Rodríguez,G1-MAT-322,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
6983,G1-PER-32206,Juan López,G1-MAT-32206,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
6984,G1-PER-32223,Luis Flores,G1-MAT-32223,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
6985,G1-PER-32232,Carmen Vargas,G1-MAT-32232,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
6986,G1-PER-32236,Lucía Torrez,G1-MAT-32236,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
6987,G1-PER-32237,Pedro Sánchez,G1-MAT-32237,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
6988,G1-PER-32241,Juan Martínez,G1-MAT-32241,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
6989,G1-PER-32245,Valeria Torrez,G1-MAT-32245,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
6990,G1-PER-32253,Ana Flores,G1-MAT-32253,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
6991,G1-PER-3226,Pedro Vargas,G1-MAT-3226,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
6992,G1-PER-32260,Luis González,G1-MAT-32260,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
6993,G1-PER-32262,Ana Rodríguez,G1-MAT-32262,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
6994,G1-PER-32268,Ana Martínez,G1-MAT-32268,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
6995,G1-PER-32270,Carlos Martínez,G1-MAT-32270,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
6996,G1-PER-32271,José Mamani,G1-MAT-32271,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
6997,G1-PER-32281,María Sánchez,G1-MAT-32281,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
6998,G1-PER-32283,Carmen Mamani,G1-MAT-32283,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
6999,G1-PER-32288,Ana Rojas,G1-MAT-32288,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7000,G1-PER-32289,Carmen Mamani,G1-MAT-32289,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7001,G1-PER-32290,Carmen Sánchez,G1-MAT-32290,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7002,G1-PER-32296,María Flores,G1-MAT-32296,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7003,G1-PER-323,María Rodríguez,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7004,G1-PER-32305,Carmen Flores,G1-MAT-32305,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
7005,G1-PER-32314,Valeria Flores,G1-MAT-32314,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7006,G1-PER-32316,Carmen Martínez,G1-MAT-32316,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7007,G1-PER-32320,María González,G1-MAT-32320,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
7008,G1-PER-32322,José López,G1-MAT-32322,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7009,G1-PER-32326,Valeria López,G1-MAT-32326,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7010,G1-PER-32333,Juan Martínez,G1-MAT-32333,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7011,G1-PER-32335,Pedro Sánchez,G1-MAT-32335,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7012,G1-PER-3234,Ana Vargas,G1-MAT-3234,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7013,G1-PER-32343,Pedro Flores,G1-MAT-32343,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7014,G1-PER-32346,Juan Flores,G1-MAT-32346,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7015,G1-PER-32347,Lucía López,G1-MAT-32347,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7016,G1-PER-32350,Carmen Rodríguez,G1-MAT-32350,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7017,G1-PER-32353,Juan Torrez,G1-MAT-32353,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7018,G1-PER-32354,Carlos Martínez,G1-MAT-32354,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7019,G1-PER-32361,María Mamani,G1-MAT-32361,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7020,G1-PER-32374,José Rojas,G1-MAT-32374,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7021,G1-PER-32377,José Sánchez,G1-MAT-32377,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7022,G1-PER-32381,José Martínez,G1-MAT-32381,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7023,G1-PER-32384,Pedro Mamani,G1-MAT-32384,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7024,G1-PER-32385,Juan Flores,G1-MAT-32385,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
7025,G1-PER-32386,Luis Torrez,G1-MAT-32386,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7026,G1-PER-32393,Lucía Rojas,G1-MAT-32393,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7027,G1-PER-32394,Pedro Rodríguez,G1-MAT-32394,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7028,G1-PER-324,Ana Vargas,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7029,G1-PER-32401,Carlos González,G1-MAT-32401,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7030,G1-PER-32403,Juan Mamani,G1-MAT-32403,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7031,G1-PER-32404,José Martínez,G1-MAT-32404,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7032,G1-PER-32409,Juan Vargas,G1-MAT-32409,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7033,G1-PER-32416,María Vargas,G1-MAT-32416,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7034,G1-PER-32421,Juan López,G1-MAT-32421,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7035,G1-PER-32427,José Mamani,G1-MAT-32427,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7036,G1-PER-32429,Lucía Martínez,G1-MAT-32429,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7037,G1-PER-32431,Ana Flores,G1-MAT-32431,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7038,G1-PER-32436,Luis Rojas,G1-MAT-32436,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7039,G1-PER-32437,Juan Martínez,G1-MAT-32437,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7040,G1-PER-32439,Juan Martínez,G1-MAT-32439,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7041,G1-PER-32440,Carmen Vargas,G1-MAT-32440,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7042,G1-PER-32441,Juan Rojas,G1-MAT-32441,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7043,G1-PER-32442,Valeria Mamani,G1-MAT-32442,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7044,G1-PER-32444,Juan Rojas,G1-MAT-32444,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7045,G1-PER-32445,Pedro Rodríguez,G1-MAT-32445,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7046,G1-PER-32453,María Vargas,G1-MAT-32453,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7047,G1-PER-32454,Pedro Mamani,G1-MAT-32454,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7048,G1-PER-32458,Valeria López,G1-MAT-32458,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7049,G1-PER-3246,María Martínez,G1-MAT-3246,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7050,G1-PER-32465,María Martínez,G1-MAT-32465,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7051,G1-PER-32468,Juan Martínez,G1-MAT-32468,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7052,G1-PER-32470,Ana Martínez,G1-MAT-32470,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7053,G1-PER-32482,Juan Sánchez,G1-MAT-32482,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7054,G1-PER-32488,Pedro Sánchez,G1-MAT-32488,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7055,G1-PER-3249,Lucía González,G1-MAT-3249,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7056,G1-PER-32496,María Vargas,G1-MAT-32496,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7057,G1-PER-32498,Pedro López,G1-MAT-32498,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7058,G1-PER-325,José Rojas,G1-MAT-325,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7059,G1-PER-32502,Ana Rojas,G1-MAT-32502,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7060,G1-PER-32505,José Sánchez,G1-MAT-32505,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7061,G1-PER-32506,Valeria Torrez,G1-MAT-32506,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7062,G1-PER-32508,Ana Martínez,G1-MAT-32508,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7063,G1-PER-32511,Carlos Rojas,G1-MAT-32511,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7064,G1-PER-32516,Valeria Rodríguez,G1-MAT-32516,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7065,G1-PER-32517,Carlos López,G1-MAT-32517,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7066,G1-PER-32519,Lucía Rodríguez,G1-MAT-32519,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7067,G1-PER-32523,María González,G1-MAT-32523,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7068,G1-PER-32525,Juan Flores,G1-MAT-32525,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7069,G1-PER-32527,Juan López,G1-MAT-32527,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7070,G1-PER-32530,Luis Sánchez,G1-MAT-32530,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7071,G1-PER-32533,María Torrez,G1-MAT-32533,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7072,G1-PER-32539,Carlos Vargas,G1-MAT-32539,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7073,G1-PER-32541,Valeria Sánchez,G1-MAT-32541,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7074,G1-PER-32543,Luis Rodríguez,G1-MAT-32543,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7075,G1-PER-32545,Carmen Martínez,G1-MAT-32545,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7076,G1-PER-32549,José Torrez,G1-MAT-32549,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7077,G1-PER-32551,José López,G1-MAT-32551,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7078,G1-PER-32554,María Torrez,G1-MAT-32554,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7079,G1-PER-32556,Ana Sánchez,G1-MAT-32556,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7080,G1-PER-32559,Carmen Torrez,G1-MAT-32559,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7081,G1-PER-32562,Luis Mamani,G1-MAT-32562,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7082,G1-PER-32563,Pedro López,G1-MAT-32563,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7083,G1-PER-32572,Valeria Rojas,G1-MAT-32572,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
7084,G1-PER-32579,Pedro González,G1-MAT-32579,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7085,G1-PER-3258,Lucía Rodríguez,G1-MAT-3258,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7086,G1-PER-32581,Lucía Mamani,G1-MAT-32581,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7087,G1-PER-32582,Carlos Martínez,G1-MAT-32582,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7088,G1-PER-32583,María Flores,G1-MAT-32583,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7089,G1-PER-32584,Carmen Rojas,G1-MAT-32584,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7090,G1-PER-32585,Valeria López,G1-MAT-32585,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7091,G1-PER-3259,José Martínez,G1-MAT-3259,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7092,G1-PER-32593,Valeria Torrez,G1-MAT-32593,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7093,G1-PER-32597,Juan Sánchez,G1-MAT-32597,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7094,G1-PER-326,María Torrez,G1-MAT-326,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7095,G1-PER-32604,Carlos Martínez,G1-MAT-32604,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7096,G1-PER-32609,José Vargas,G1-MAT-32609,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7097,G1-PER-32615,Pedro Martínez,G1-MAT-32615,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7098,G1-PER-32616,Carlos Flores,G1-MAT-32616,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
7099,G1-PER-3262,Valeria Sánchez,G1-MAT-3262,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
7100,G1-PER-32640,Carmen González,G1-MAT-32640,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7101,G1-PER-32646,Luis López,G1-MAT-32646,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7102,G1-PER-32648,José González,G1-MAT-32648,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7103,G1-PER-32654,José López,G1-MAT-32654,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7104,G1-PER-32658,José Rojas,G1-MAT-32658,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7105,G1-PER-32660,Valeria López,G1-MAT-32660,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7106,G1-PER-32661,José Rodríguez,G1-MAT-32661,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7107,G1-PER-32665,José Mamani,G1-MAT-32665,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7108,G1-PER-32666,José Rodríguez,G1-MAT-32666,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7109,G1-PER-32667,Juan Sánchez,G1-MAT-32667,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7110,G1-PER-32668,Lucía Mamani,G1-MAT-32668,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7111,G1-PER-32669,Ana Rodríguez,G1-MAT-32669,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7112,G1-PER-32670,Luis Rodríguez,G1-MAT-32670,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7113,G1-PER-32673,Juan Vargas,G1-MAT-32673,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7114,G1-PER-32685,Carmen Vargas,G1-MAT-32685,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7115,G1-PER-32687,María Sánchez,G1-MAT-32687,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7116,G1-PER-32694,Lucía Vargas,G1-MAT-32694,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7117,G1-PER-32695,Luis Flores,G1-MAT-32695,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7118,G1-PER-327,José Rodríguez,,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7119,G1-PER-32709,Lucía Rojas,G1-MAT-32709,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7120,G1-PER-32711,Juan Flores,G1-MAT-32711,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7121,G1-PER-32713,Lucía Rojas,G1-MAT-32713,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7122,G1-PER-32714,Ana Torrez,G1-MAT-32714,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7123,G1-PER-32716,Valeria Martínez,G1-MAT-32716,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
7124,G1-PER-32718,Luis Rodríguez,G1-MAT-32718,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7125,G1-PER-32720,José Sánchez,G1-MAT-32720,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7126,G1-PER-32722,Juan Flores,G1-MAT-32722,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7127,G1-PER-32724,Carmen Torrez,G1-MAT-32724,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7128,G1-PER-32739,María Torrez,G1-MAT-32739,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7129,G1-PER-32740,Luis Rodríguez,G1-MAT-32740,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7130,G1-PER-32746,Pedro Sánchez,G1-MAT-32746,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7131,G1-PER-32752,Juan Vargas,G1-MAT-32752,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7132,G1-PER-32756,Luis López,G1-MAT-32756,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7133,G1-PER-32763,Juan López,G1-MAT-32763,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7134,G1-PER-32768,María Torrez,G1-MAT-32768,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7135,G1-PER-32770,María Martínez,G1-MAT-32770,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7136,G1-PER-32772,Ana González,G1-MAT-32772,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
7137,G1-PER-32774,Carlos Sánchez,G1-MAT-32774,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7138,G1-PER-32777,Pedro Mamani,G1-MAT-32777,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7139,G1-PER-32779,Lucía Vargas,G1-MAT-32779,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7140,G1-PER-3278,José Mamani,G1-MAT-3278,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7141,G1-PER-32785,María Martínez,G1-MAT-32785,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7142,G1-PER-32786,Pedro Flores,G1-MAT-32786,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7143,G1-PER-32790,María Mamani,G1-MAT-32790,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7144,G1-PER-32793,José Sánchez,G1-MAT-32793,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7145,G1-PER-32796,Luis López,G1-MAT-32796,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7146,G1-PER-32798,Lucía Rodríguez,G1-MAT-32798,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7147,G1-PER-328,Pedro Sánchez,,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7148,G1-PER-3280,José Torrez,G1-MAT-3280,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7149,G1-PER-32803,Pedro González,G1-MAT-32803,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7150,G1-PER-32806,Juan Rojas,G1-MAT-32806,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7151,G1-PER-32808,Ana Flores,G1-MAT-32808,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7152,G1-PER-3281,Luis López,G1-MAT-3281,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7153,G1-PER-32815,Ana Torrez,G1-MAT-32815,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7154,G1-PER-32825,Lucía Sánchez,G1-MAT-32825,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7155,G1-PER-32826,Luis Torrez,G1-MAT-32826,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7156,G1-PER-32827,Valeria Rojas,G1-MAT-32827,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7157,G1-PER-32830,Juan López,G1-MAT-32830,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7158,G1-PER-32834,Lucía Rodríguez,G1-MAT-32834,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7159,G1-PER-32835,Valeria Rojas,G1-MAT-32835,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7160,G1-PER-32836,Carlos González,G1-MAT-32836,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7161,G1-PER-32837,Carmen López,G1-MAT-32837,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7162,G1-PER-32839,Pedro Vargas,G1-MAT-32839,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7163,G1-PER-32850,Juan Rojas,G1-MAT-32850,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7164,G1-PER-32851,Luis Flores,G1-MAT-32851,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7165,G1-PER-32854,Lucía Sánchez,G1-MAT-32854,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7166,G1-PER-32858,Luis Martínez,G1-MAT-32858,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7167,G1-PER-32859,Pedro López,G1-MAT-32859,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7168,G1-PER-32860,José Sánchez,G1-MAT-32860,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7169,G1-PER-32863,José Rodríguez,G1-MAT-32863,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
7170,G1-PER-32871,Lucía López,G1-MAT-32871,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
7171,G1-PER-32874,Pedro Mamani,G1-MAT-32874,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7172,G1-PER-32876,Lucía Rodríguez,G1-MAT-32876,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7173,G1-PER-32880,Carlos Martínez,G1-MAT-32880,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7174,G1-PER-32885,Juan Rojas,G1-MAT-32885,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7175,G1-PER-3289,Lucía Rodríguez,G1-MAT-3289,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7176,G1-PER-32896,Carlos López,G1-MAT-32896,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7177,G1-PER-329,Lucía Mamani,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7178,G1-PER-3290,Luis López,G1-MAT-3290,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7179,G1-PER-32904,José López,G1-MAT-32904,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
7180,G1-PER-32906,Lucía Rodríguez,G1-MAT-32906,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7181,G1-PER-32907,Luis Rojas,G1-MAT-32907,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
7182,G1-PER-3291,Carlos Martínez,G1-MAT-3291,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7183,G1-PER-32912,Carlos Flores,G1-MAT-32912,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
7184,G1-PER-32917,Luis Rojas,G1-MAT-32917,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
7185,G1-PER-32919,Valeria Torrez,G1-MAT-32919,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
7186,G1-PER-32922,Pedro Rodríguez,G1-MAT-32922,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
7187,G1-PER-32926,Carlos González,G1-MAT-32926,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
7188,G1-PER-32930,Pedro Martínez,G1-MAT-32930,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
7189,G1-PER-32931,Pedro López,G1-MAT-32931,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
7190,G1-PER-32933,José Martínez,G1-MAT-32933,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
