paciente_key,sucursal_key,ci,nombre,fecha_nacimiento,sexo,direccion,telefono,zona,ciudad,grupo_origen
56010,2,G1-PER-1983,Luis Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56011,2,G1-PER-1984,Lucía Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56012,2,G1-PER-1985,María López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56013,2,G1-PER-1986,Lucía Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56014,2,G1-PER-1987,José Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56015,2,G1-PER-1988,Carlos Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56016,2,G1-PER-1989,José Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56017,2,G1-PER-1990,María Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56018,2,G1-PER-1991,Luis Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56019,2,G1-PER-1992,Juan Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56020,2,G1-PER-1994,Lucía González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56021,2,G1-PER-1997,Ana González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56022,2,G1-PER-1998,Carmen Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56023,2,G1-PER-1999,Lucía Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56024,2,G1-PER-2000,Valeria Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56025,2,G1-PER-2001,José López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56026,2,G1-PER-2003,Lucía López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56027,2,G1-PER-2005,Carlos Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56028,2,G1-PER-2007,Pedro Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56029,2,G1-PER-2009,Carmen Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56030,2,G1-PER-2011,Valeria Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56031,2,G1-PER-2012,Pedro Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56032,2,G1-PER-2013,Carmen Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56033,2,G1-PER-2015,José Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56034,2,G1-PER-2016,Carlos Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56035,2,G1-PER-2017,Ana González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56036,2,G1-PER-2018,Carmen Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56037,2,G1-PER-2019,Juan Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56038,2,G1-PER-2020,Ana Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56039,2,G1-PER-2021,María Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56040,2,G1-PER-2023,Carmen Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56041,2,G1-PER-2024,Carlos Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56042,2,G1-PER-2026,Juan Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56043,2,G1-PER-2028,Carmen Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56044,2,G1-PER-2030,Juan Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56045,2,G1-PER-2031,Juan Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56046,2,G1-PER-2032,Luis Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56047,2,G1-PER-2033,María Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56048,2,G1-PER-2034,Pedro González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56049,2,G1-PER-2035,María Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56050,2,G1-PER-2037,Ana Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56051,2,G1-PER-2038,Pedro Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56052,2,G1-PER-2039,Ana Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56053,2,G1-PER-2040,Juan Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56054,2,G1-PER-2041,José Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56055,2,G1-PER-2042,Valeria Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56056,2,G1-PER-2043,Juan Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56057,2,G1-PER-2044,Luis Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56058,2,G1-PER-2045,María Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56059,2,G1-PER-2047,Carmen Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56060,2,G1-PER-2048,Lucía Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56061,2,G1-PER-2049,Juan Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56062,2,G1-PER-2050,Carmen Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56063,2,G1-PER-2051,Lucía Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56064,2,G1-PER-2052,Valeria Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56065,2,G1-PER-2053,Lucía Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56066,2,G1-PER-2054,Juan Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56067,2,G1-PER-2055,Lucía Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56068,2,G1-PER-2057,Ana Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56069,2,G1-PER-2058,Carlos Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56070,2,G1-PER-2060,Pedro Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56071,2,G1-PER-2061,Pedro Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56072,2,G1-PER-2063,Carmen Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56073,2,G1-PER-2064,José López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56074,2,G1-PER-2067,Carmen Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56075,2,G1-PER-2069,Luis Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56076,2,G1-PER-2070,Juan González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56077,2,G1-PER-2072,Carlos López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56078,2,G1-PER-2075,Valeria Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56079,2,G1-PER-2076,Luis Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56080,2,G1-PER-2078,Carmen González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56081,2,G1-PER-2079,Lucía Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56082,2,G1-PER-2080,Ana Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56083,2,G1-PER-2081,Valeria Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56084,2,G1-PER-2082,Luis Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56085,2,G1-PER-2083,Lucía López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56086,2,G1-PER-2084,Pedro Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56087,2,G1-PER-2086,Carlos Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56088,2,G1-PER-2087,Valeria Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56089,2,G1-PER-2089,Ana Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56090,2,G1-PER-2090,Carlos López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56091,2,G1-PER-2092,Ana Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56092,2,G1-PER-2094,Lucía Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56093,2,G1-PER-2095,Lucía Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56094,2,G1-PER-2096,Luis González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56095,2,G1-PER-2097,Valeria González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56096,2,G1-PER-2099,Luis González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56097,2,G1-PER-2101,Juan Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56098,2,G1-PER-2102,José Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56099,2,G1-PER-2104,María González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56100,2,G1-PER-2105,Lucía Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56101,2,G1-PER-2106,Pedro Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56102,2,G1-PER-2107,María Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56103,2,G1-PER-2112,José Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56104,2,G1-PER-2114,Lucía Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56105,2,G1-PER-2115,José López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56106,2,G1-PER-2116,Ana Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56107,2,G1-PER-2117,Carmen Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56108,2,G1-PER-2118,Juan Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56109,2,G1-PER-2119,Pedro Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56110,2,G1-PER-2120,Carmen González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56111,2,G1-PER-2121,Luis Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56112,2,G1-PER-2122,Carlos López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56113,2,G1-PER-2124,Valeria López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56114,2,G1-PER-2125,Valeria Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56115,2,G1-PER-2128,Valeria Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56116,2,G1-PER-2129,Valeria Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56117,2,G1-PER-2130,Valeria Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56118,2,G1-PER-2131,Valeria Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56119,2,G1-PER-2132,Ana Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56120,2,G1-PER-2133,José Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56121,2,G1-PER-2135,Valeria Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56122,2,G1-PER-2136,Pedro Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56123,2,G1-PER-2137,Carlos Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56124,2,G1-PER-2138,Lucía Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56125,2,G1-PER-2141,María González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56126,2,G1-PER-2143,Luis Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56127,2,G1-PER-2144,Juan Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56128,2,G1-PER-2145,Valeria Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56129,2,G1-PER-2146,María Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56130,2,G1-PER-2148,Ana Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56131,2,G1-PER-2149,Luis Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56132,2,G1-PER-2150,Juan Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56133,2,G1-PER-2151,Carmen Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56134,2,G1-PER-2154,Juan Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56135,2,G1-PER-2155,Carmen López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56136,2,G1-PER-2156,Carlos Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56137,2,G1-PER-2157,Valeria Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56138,2,G1-PER-2158,Lucía Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56139,2,G1-PER-2159,Carlos Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56140,2,G1-PER-2161,Juan López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56141,2,G1-PER-2162,José Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56142,2,G1-PER-2163,Ana González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56143,2,G1-PER-2165,José Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56144,2,G1-PER-2168,Juan González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56145,2,G1-PER-2169,Carmen Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56146,2,G1-PER-2170,Luis Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56147,2,G1-PER-2172,Carlos López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56148,2,G1-PER-2173,María Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56149,2,G1-PER-2174,Carmen López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56150,2,G1-PER-2175,Luis Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56151,2,G1-PER-2176,Juan Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56152,2,G1-PER-2180,Ana Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56153,2,G1-PER-2181,Carlos Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56154,2,G1-PER-2182,José Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56155,2,G1-PER-2183,María Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56156,2,G1-PER-2184,Pedro Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56157,2,G1-PER-2185,Juan González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56158,2,G1-PER-2187,Lucía Rodríguez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56159,2,G1-PER-2190,Carlos Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56160,2,G1-PER-2191,Ana Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56161,2,G1-PER-2192,Valeria Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56162,2,G1-PER-2193,Juan Sánchez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56163,2,G1-PER-2194,Valeria Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56164,2,G1-PER-2195,Juan López,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56165,2,G1-PER-2197,Carmen Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56166,2,G1-PER-2198,Carmen Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56167,2,G1-PER-2199,Ana Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56168,2,G1-PER-2200,Carmen Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56169,2,G1-PER-2203,Valeria Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56170,2,G1-PER-2204,José González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56171,2,G1-PER-2205,José Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56172,2,G1-PER-2206,María Rojas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56173,2,G1-PER-2207,María Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56174,2,G1-PER-2210,Ana Martínez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56175,2,G1-PER-2212,Luis González,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56176,2,G1-PER-2213,Lucía Vargas,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56177,2,G1-PER-2214,Lucía Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56178,2,G1-PER-2215,Carlos Torrez,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56179,2,G1-PER-2216,Pedro Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56180,2,G1-PER-2217,Juan Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56181,2,G1-PER-2218,Carmen Flores,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56182,2,G1-PER-2219,Ana Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
56183,2,G1-PER-2221,Luis Mamani,1900-01-01,X,Sin dato (Grupo 1),Sin dato (Grupo 1),Sin zona asignada,Origen: Grupo 1,G1
